Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Crop,Soil_Type,Variety,Soil_Moisture
68.89,56.65,59.16,38.61414997,96.6686543,69.19944994,Wheat,Saline,Hard Red,32.05
54.47,78.9,121.93,13.28930186,70.73399834,224.8300411,Wheat,Silt,Hard Red,55.42
34.78,50.29,103.7,18.58754155,54.4558273,176.6257249,Rice,Sandy,Jasmine,39.33
69.75,77.34,107.57,36.11234441,69.16223496,135.2720832,Potato,Clay,Russet,57.92
56.75,63.54,88.35,39.36746881,46.55180071,161.2707873,Wheat,Silt,Durum,37.68
41.64,51.93,100.04,18.68074681,82.23947754,143.4350545,Maize,Sandy,Flint,28.56
82.29,85.07,122.2,19.87685897,91.86750754,194.0824677,Sugarcane,Peaty,Co 0238,85
56.71,91.94,182.87,37.97006336,97.71195962,343.9861504,Potato,Sandy,Yukon Gold,52.35
50.23,42.76,59.24,22.70420683,40.01066701,37.93208787,Potato,Silt,Russet,29.5
59.35,64.06,98.01,21.62904613,44.6546956,136.791377,Potato,Clay,Yukon Gold,52.38
47.75,83.42,174.69,26.65903115,79.26166988,359.0797309,Maize,Sandy,Flint,45.82
75.27,102.99,179.68,40.42516351,40.74325732,372.2191623,Rice,Silt,Basmati,85
73.69,93.46,149.62,32.32029458,63.78366446,274.9851167,Rice,Saline,Jasmine,80.54
50.2,46.64,76.44,14.82457587,62.70152452,64.64951883,Potato,Peaty,Red,49.17
100.68,112.92,185.75,38.20113477,97.53754917,322.9655704,Sugarcane,Loamy,Co 86032,85
44.33,47.76,87.23,15.94959637,94.22638655,129.301668,Wheat,Sandy,Durum,30.96
62.92,69.36,91.72,39.94943123,75.28864126,153.3681893,Tomato,Saline,Cherry,40.88
56.03,79.72,135.38,10.31847128,56.72689469,253.5265398,Wheat,Loamy,Hard Red,50.51
48.08,53.31,68.93,12.71263264,39.07437038,112.891,Tomato,Loamy,Roma,32.68
78.85,69.46,99.14,12.55978435,93.09392852,125.4063764,Maize,Loamy,Flint,47.77
33.67,69.54,135,13.79260586,53.35251497,265.9738141,Tomato,Sandy,Beefsteak,42.92
51.17,51.18,77.83,16.4692799,68.53637076,101.9588712,Rice,Sandy,Basmati,42.73
51.97,89.32,157.7,27.31180185,50.25644153,351.5481857,Wheat,Saline,Soft Red,50.41
64.08,72.82,114.11,37.53704045,71.45002021,208.6682518,Tomato,Saline,Beefsteak,49.31
68.75,97.11,152.64,21.19215902,82.55506414,261.0090769,Potato,Clay,Red,85
70.74,70.49,94.49,26.29956115,87.57100719,99.82029415,Potato,Silt,Yukon Gold,56.01
68.76,97.41,149.83,34.80255418,99.92160967,286.4412372,Tomato,Saline,Roma,58.15
71.33,105.18,175.95,38.54684054,47.76827292,314.8414219,Potato,Clay,Yukon Gold,85
59.42,87.24,149.54,13.13628417,80.10429495,251.1647211,Potato,Silt,Yukon Gold,78.85
72.76,97.17,170.73,24.97509009,70.95902753,336.697479,Rice,Saline,Jasmine,85
58.48,47.31,61.32,24.95095331,32.84572801,56.87294993,Rice,Loamy,Arborio,24.54
42.88,43.44,60.62,43.994908,76.96963785,66.71084138,Tomato,Sandy,Beefsteak,19.09
46.78,53.7,64.96,16.80059388,39.78448173,106.3646722,Wheat,Loamy,Durum,19.52
82.74,83.59,123.27,10.27935239,92.52146211,182.3073931,Sugarcane,Clay,Co 86032,85
80.21,106.82,186.05,34.63954895,68.77403092,356.0802606,Maize,Clay,Dent,82.46
48.36,72.26,105.57,39.77870289,38.34250051,219.4479206,Tomato,Saline,Cherry,36.38
90.33,117.76,190.9,41.95262473,93.41819604,334.3765316,Potato,Loamy,Russet,78.81
69.76,72.09,117.99,36.7690873,40.78901186,181.7717569,Maize,Loamy,Dent,36.62
78.7,98.93,182.42,29.95422974,65.8748488,356.1701397,Sugarcane,Saline,Co 86032,85
39.62,70.19,149.75,32.20066268,30.36998769,286.0467049,Rice,Sandy,Jasmine,50.86
49.08,64.11,108.4,14.33350859,59.66977694,154.2618433,Potato,Saline,Yukon Gold,42.12
77.85,84.08,136.04,44.38191618,72.7356616,236.7438454,Maize,Silt,Dent,62.59
88.97,81.15,119.91,38.59422789,61.82243317,173.3331306,Sugarcane,Loamy,Co 99004,62.35
49.78,73.73,115.9,20.29908018,39.54823903,229.2035677,Tomato,Peaty,Beefsteak,61.88
52.84,44.85,53.32,20.56220083,53.23182608,55.86294584,Tomato,Peaty,Beefsteak,40.83
32.28,52.37,73.14,10.8509714,36.42818868,146.4729994,Wheat,Saline,Soft Red,23.87
90.97,111.2,184.48,32.21440131,58.09133277,357.3062106,Sugarcane,Loamy,Co 99004,85
76.8,103.44,154.16,30.87163938,98.93150365,318.7074627,Tomato,Silt,Roma,85
48.88,72.06,121.11,36.66074919,32.68301708,244.8292974,Tomato,Saline,Cherry,42.53
88.65,112.69,193.04,25.50670912,92.28778206,353.7699098,Sugarcane,Clay,Co 86032,85
59.88,83.05,119.51,15.81265764,65.48233116,236.0031244,Tomato,Loamy,Cherry,53.92
56.51,72.61,119.44,31.23545836,39.78577461,236.9667008,Wheat,Peaty,Soft Red,54.56
39.9,78.38,161.55,12.72304039,66.66952813,300.9920208,Potato,Sandy,Russet,52.41
94.69,102.78,158.03,42.12698075,85.49469302,272.1720109,Sugarcane,Clay,Co 86032,85
72.17,59.81,73.55,40.16196258,81.16459869,39.187038,Potato,Peaty,Yukon Gold,41.86
63.59,85.97,137.41,24.80603148,38.94753038,266.7312408,Rice,Clay,Basmati,85
37.25,70.12,139.65,10.69886734,77.25901444,285.0738286,Maize,Sandy,Flint,40.04
80.21,103.38,162.25,14.58253024,95.79998582,328.3897627,Rice,Peaty,Arborio,85
96.81,113.25,174.62,32.272763,93.37356934,311.1154535,Sugarcane,Loamy,Co 0238,85
51.48,83.15,127.77,18.6169593,48.79955209,279.6372191,Wheat,Peaty,Soft Red,66.34
76.61,61.8,82.35,44.10199995,54.26495317,96.84494693,Rice,Peaty,Basmati,72.43
77.81,96.9,157.76,38.94599627,65.45282307,274.223664,Potato,Loamy,Red,63.87
59.62,86.79,173.77,15.43995046,87.21146822,328.6312206,Sugarcane,Sandy,Co 86032,70.34
75,100.11,154.92,41.69379521,84.76219938,286.3973299,Maize,Peaty,Flint,72.6
68.6,68.97,93.99,33.18358756,85.03409565,135.4477236,Maize,Peaty,Dent,57.61
92.02,101.8,152.34,26.86828532,99.15624281,247.9367409,Sugarcane,Clay,Co 86032,85
65.49,103.79,179.74,34.61567991,62.78251535,385.6376472,Wheat,Silt,Hard Red,73.53
47.41,74.71,135.51,40.17743798,37.97797859,267.2312926,Maize,Saline,Sweet,30.91
75.55,81.91,137.11,18.87044452,61.85110576,228.3752182,Sugarcane,Peaty,Co 86032,85
87.58,73.62,94.69,35.77974754,86.86634005,111.8856586,Rice,Clay,Basmati,85
47.43,40.98,79.48,20.73378937,84.94914115,91.0277827,Maize,Sandy,Flint,27.24
54.66,101.4,192.86,13.81725292,41.99555508,397.7735889,Potato,Peaty,Russet,85
77.71,91.2,149.9,31.06045931,55.61146415,280.9460259,Sugarcane,Saline,Co 86032,79.48
61.81,86,147.56,17.75670147,37.9707704,290.5169765,Rice,Silt,Jasmine,85
50.08,98.94,165.59,19.11904853,36.2319804,320.3543938,Potato,Peaty,Yukon Gold,85
94.18,99.83,157.44,41.91422079,86.72117219,282.2862186,Rice,Clay,Jasmine,85
71.62,75.79,103.92,27.45403932,83.50685822,166.256281,Tomato,Clay,Roma,67.82
53.04,52.33,105.2,27.64659596,62.14304356,148.9205838,Sugarcane,Sandy,Co 86032,37.17
51.53,57.99,111.04,37.67146766,44.65028938,193.5250602,Maize,Sandy,Sweet,32.01
71.53,88.96,124.47,41.63432111,99.84035957,189.814588,Potato,Silt,Yukon Gold,60.47
69.69,65.09,95.24,11.95180396,79.54083578,124.5130199,Tomato,Loamy,Cherry,51.37
77.1,52.32,57.75,31.04916816,67.59453065,31.73561331,Rice,Loamy,Arborio,43.57
95.07,94.32,144.22,27.32549694,83.04067183,211.6901756,Sugarcane,Loamy,Co 0238,85
47.76,62.73,90.48,39.90201955,31.26207709,182.4523539,Wheat,Saline,Hard Red,27.83
56.59,49.04,45.82,11.48937127,84.88371169,32.45858125,Wheat,Clay,Hard Red,36.16
69.14,89.55,144.95,37.50542799,91.1026834,269.4865667,Tomato,Saline,Cherry,58.22
72.59,97.67,161.04,36.56188292,87.98038798,342.086703,Wheat,Silt,Hard Red,68.76
57.92,91.38,181.9,31.9482354,51.96404633,352.0563379,Maize,Silt,Flint,62.52
49.76,97.2,178.03,12.88152578,32.37033681,386.9066418,Tomato,Silt,Beefsteak,85
79.08,111.67,172.14,44.43500866,71.12038943,308.7409157,Potato,Clay,Red,85
56.95,76.56,137.51,40.92985896,47.24609709,260.9558925,Maize,Saline,Dent,38.72
91.71,98.79,141.26,38.31279901,79.40163884,219.2566307,Rice,Loamy,Arborio,85
78.28,77.32,112.29,36.82572125,86.91902402,178.4133445,Maize,Silt,Flint,59.29
36.52,80.15,181.68,40.38894309,32.13107556,390.8159595,Maize,Sandy,Flint,36.57
68.96,103.26,180.42,20.42580263,57.73653075,328.5720849,Potato,Loamy,Russet,71.88
61.29,95.5,156.48,25.87021816,56.85319444,314.4320184,Wheat,Loamy,Durum,48.94
79.76,71.67,115.94,39.77235715,45.27627041,191.53652,Rice,Clay,Basmati,80.02
76.29,106.98,203.41,38.96997874,93.03634708,387.8637303,Sugarcane,Sandy,Co 99004,78.91
52.16,63.45,98.69,16.65680351,35.35843829,175.9862955,Wheat,Peaty,Soft Red,52.57
76.05,74,112.13,26.59113886,74.79776951,168.4580943,Sugarcane,Saline,Co 0238,60.86
79.18,67.79,97.31,15.34962116,64.47286384,128.4809267,Sugarcane,Clay,Co 99004,79.6
52.37,90.77,168.52,34.66156719,99.90714336,347.8368055,Wheat,Sandy,Durum,42.54
96.23,66.07,86.98,23.11766493,98.09468517,52.40274869,Sugarcane,Loamy,Co 99004,62.58
79.41,96.62,173.7,36.64441465,43.59423111,326.1717711,Sugarcane,Clay,Co 86032,85
78.73,59.09,83.85,42.21950658,71.83791112,76.22083416,Maize,Loamy,Sweet,29.7
67.88,72.34,96.48,42.78622043,84.51689365,160.8979209,Tomato,Saline,Cherry,44.28
69.23,80.53,123.32,16.09816456,79.51695482,172.1669063,Potato,Loamy,Yukon Gold,56.63
46.23,47.5,74.53,10.56524161,55.59579544,69.97332905,Potato,Silt,Yukon Gold,37.59
75.79,79.6,134.73,32.81037571,60.89573577,224.2618144,Rice,Silt,Basmati,85
69.29,71.16,112.08,39.94163709,61.46031139,168.7256764,Maize,Peaty,Sweet,51.14
71.92,109.66,178.13,27.2716727,94.36307433,381.8436753,Wheat,Silt,Soft Red,78.47
51.09,54.02,85.82,27.07036562,45.31649315,142.3752227,Wheat,Saline,Soft Red,27.89
67.5,82.42,145.35,22.35971481,41.58975057,263.3373444,Rice,Silt,Basmati,85
54.71,62.9,110.36,32.2884622,35.10199899,204.3964471,Maize,Saline,Flint,35.2
84.5,99.68,161.28,22.49919085,95.80188416,299.9356677,Sugarcane,Silt,Co 0238,85
34.56,51.05,84.06,37.00676229,63.3040455,133.3816849,Wheat,Sandy,Hard Red,17.94
80.02,100.9,181.34,10.85337659,67.57922852,356.1828441,Sugarcane,Clay,Co 86032,85
56.61,83.05,147.69,23.82090726,38.29641354,313.5972438,Wheat,Peaty,Soft Red,68.86
60.96,85.61,139.23,10.47278766,56.09288711,289.2264553,Tomato,Peaty,Beefsteak,85
69.91,94.3,185.06,11.46869665,31.8738128,344.7563345,Sugarcane,Loamy,Co 99004,85
86.61,97.4,156.33,21.73832849,85.04913056,286.0154217,Sugarcane,Clay,Co 0238,85
78.35,92.25,151.96,29.10183214,67.22902409,276.5134903,Sugarcane,Peaty,Co 99004,85
64.38,83.96,143.54,38.16859281,80.38222886,290.3246526,Wheat,Saline,Hard Red,46.33
82.6,93.57,129.4,40.32047229,96.65915358,246.5120688,Wheat,Peaty,Soft Red,72.36
34.8,75.92,152.41,35.24970733,42.51503209,295.8134497,Potato,Sandy,Russet,37.91
76.07,101.2,152.05,28.69767206,87.43871226,298.8954605,Tomato,Peaty,Cherry,85
79.84,55.44,68.11,41.375393,54.04116551,37.07867941,Sugarcane,Loamy,Co 86032,27.9
63.69,100.16,166.43,13.8555728,60.35585293,338.3718302,Tomato,Loamy,Beefsteak,66.87
52.17,88.35,165.81,29.81606346,56.27906872,336.1768252,Sugarcane,Sandy,Co 86032,61.57
60.67,85.44,145.64,24.38407882,50.7451221,277.4099574,Wheat,Loamy,Soft Red,46.08
57.4,88.54,150.71,20.38218054,67.34066398,248.2032942,Potato,Peaty,Yukon Gold,85
64.96,52.38,68.68,12.48509735,84.6098357,30.87068801,Potato,Loamy,Russet,37.61
42.31,63.78,101.63,37.69338822,92.17762014,169.2491057,Wheat,Sandy,Durum,22.92
77.78,102.66,176.24,29.55690583,66.12247165,305.9478285,Potato,Loamy,Russet,70.13
57.59,49.95,71.98,20.31218648,73.81806076,72.6190532,Tomato,Silt,Roma,44.87
62.73,79.06,121.12,27.73772598,46.67368616,210.3588106,Tomato,Loamy,Roma,49.24
91.7,78.02,127.96,32.73494276,87.23688763,191.027302,Sugarcane,Saline,Co 99004,81.2
43.54,64.68,123.78,14.42770488,99.09733816,226.3671956,Maize,Sandy,Flint,35.83
71.14,87.73,147.57,24.65109539,44.50607888,287.0205886,Rice,Saline,Jasmine,82.28
69.06,48.1,61.22,36.74267252,52.99806354,51.92579774,Rice,Silt,Arborio,44.16
64.75,71.27,110.34,40.00301745,44.56474907,152.2330588,Potato,Loamy,Red,35.46
61.94,58.48,75.58,32.82893482,73.45599453,117.1894712,Wheat,Saline,Hard Red,33.62
82.22,90.19,159.12,34.14228998,77.24129572,276.5319972,Sugarcane,Silt,Co 86032,85
46.66,39.94,33.5,43.50575443,41.92740008,22.72606234,Wheat,Silt,Hard Red,9.88
77.23,102.54,183.42,15.82214906,83.1314031,350.1047737,Sugarcane,Saline,Co 86032,85
33.97,82.41,165.44,19.40238274,69.84176114,362.4485333,Wheat,Sandy,Durum,39.38
73.59,83.86,125.94,39.50399378,34.84310792,236.9325493,Rice,Loamy,Arborio,67.64
52.84,60.84,96.73,37.6226043,89.43751095,153.0791458,Tomato,Sandy,Beefsteak,37.03
42.63,66.4,106.05,13.03051995,49.19605482,212.2429832,Wheat,Saline,Soft Red,38.91
48.16,46.37,83.59,41.379006,48.62096746,113.4295317,Rice,Sandy,Jasmine,29.46
71.58,103.03,177.51,25.37181658,89.58150802,362.8327386,Wheat,Peaty,Hard Red,85
45.33,56.32,71.58,34.15818907,36.1534812,127.8882498,Wheat,Peaty,Durum,32.86
74.69,94.22,160.97,28.16405119,70.69313896,300.2596408,Maize,Peaty,Sweet,85
70.63,102.6,175.47,31.92324881,73.28616169,347.8983617,Maize,Clay,Flint,75.06
62.65,51.07,66.39,21.85637493,46.41756068,65.38190233,Sugarcane,Silt,Co 99004,45.49
64.19,66.4,94.63,14.64041462,85.62668017,141.867945,Maize,Clay,Sweet,55.07
71.12,70.61,112.94,33.36923458,31.97108221,187.8708198,Sugarcane,Saline,Co 99004,52.76
68.91,91.03,150.1,33.72936168,69.31268415,258.7368721,Tomato,Silt,Roma,76.03
65.9,84.98,141.71,32.153424,75.02895496,218.5082932,Potato,Saline,Yukon Gold,58.05
64.71,45.95,41,37.75326043,61.79280734,26.54267205,Tomato,Clay,Cherry,26.94
77.25,65.62,91.99,25.64904792,83.11654533,106.1477313,Sugarcane,Silt,Co 99004,66.57
67.19,90.34,149.45,16.65409921,53.53707418,297.4516633,Rice,Silt,Arborio,85
73.01,99.29,189.35,15.43745932,51.55212937,387.4358194,Sugarcane,Peaty,Co 86032,85
55.46,47.22,56.9,18.33957272,54.44827025,46.11966151,Tomato,Loamy,Roma,25.39
60.73,56.11,72.74,10.98761263,71.97254232,100.3417583,Wheat,Clay,Durum,51.86
96.69,89.39,135.16,18.52019228,97.20328339,204.8658108,Sugarcane,Loamy,Co 99004,85
89.97,85.49,129.89,40.81665403,61.31241323,183.8945376,Sugarcane,Loamy,Co 99004,61.69
76.26,85.57,122.63,42.64550309,74.66478418,220.3972056,Rice,Saline,Jasmine,73.15
55.86,101.51,183.82,14.60103888,72.90650885,397.2103518,Wheat,Silt,Hard Red,76.48
59.56,84.34,127.86,10.19661009,72.34027807,260.5266447,Wheat,Peaty,Soft Red,78.2
55.52,83.67,159.61,39.4113815,56.00831394,323.2371797,Rice,Sandy,Arborio,63.53
75.57,103.97,184.58,36.7172828,51.47397207,373.1373691,Rice,Clay,Arborio,85
43.59,62.66,137.95,35.99819222,35.03422617,269.645167,Maize,Sandy,Sweet,33.25
65.23,51.24,66.65,36.80844074,93.64582395,74.64661508,Rice,Sandy,Basmati,40.14
63.24,94.99,166,20.39326022,34.19556012,353.0014088,Rice,Silt,Basmati,85
71.08,66.23,103.95,37.18928386,38.68204219,160.1382665,Sugarcane,Silt,Co 86032,62.64
48.25,66.32,93.67,17.23595202,59.29119717,183.5890773,Tomato,Saline,Cherry,41.71
38.37,36.87,60.73,37.61235348,62.06855909,40.55944867,Maize,Sandy,Sweet,13.41
73.64,90.46,138.67,19.65245058,98.55078002,274.8990987,Wheat,Peaty,Hard Red,85
65.18,80.58,132.43,34.44416826,33.78295969,259.9562025,Rice,Saline,Basmati,68.87
69.74,105.62,185.99,33.84856766,57.87131878,370.6687025,Maize,Clay,Flint,79.37
77.2,87.07,125.25,39.36709647,80.64017439,222.4293025,Wheat,Loamy,Durum,46.47
63.52,84.13,120.44,10.6267331,75.21946512,217.3434797,Tomato,Loamy,Roma,58.2
67.48,103.67,159.35,24.42829677,84.03525419,283.4069807,Potato,Peaty,Red,85
93.3,102.85,155.72,35.36235791,99.89891034,282.8314875,Sugarcane,Peaty,Co 0238,85
78.2,100.57,167.25,40.3602756,47.60496597,338.6293987,Rice,Clay,Basmati,85
71.71,79.52,114.55,18.62818841,78.80717191,192.6018583,Wheat,Loamy,Hard Red,45.1
68.84,101.18,169.05,14.50353801,64.81657081,305.5712393,Potato,Loamy,Red,70.98
57.01,70.43,118.07,33.70013715,52.78710546,221.5456536,Wheat,Clay,Durum,50.08
88.43,83.18,125.04,37.89004959,99.76468071,175.0898149,Maize,Loamy,Flint,49.98
47.96,33.7,46.51,23.72664782,30.55867154,23.82446806,Sugarcane,Saline,Co 99004,13.79
46.1,50.78,80,16.66323193,95.41666147,83.31525496,Potato,Sandy,Yukon Gold,33.62
80.73,66.9,89.02,39.75438504,96.90277221,96.16174113,Maize,Clay,Dent,50.91
81.98,95.01,158.81,44.29977335,40.1474553,284.3715851,Rice,Loamy,Arborio,76.41
83.25,91.86,143.5,37.97304592,98.34028814,227.3223991,Potato,Silt,Yukon Gold,78.39
52.97,72.54,100.59,33.91548991,45.75629074,201.2939196,Wheat,Clay,Hard Red,39.19
21.47,30.37,41.34,26.44097015,47.23623678,33.24072515,Wheat,Sandy,Hard Red,7.95
62.46,71.74,110.71,15.61264139,99.95040139,155.4424222,Potato,Saline,Red,51.01
77.95,88.33,155.09,36.30160438,55.98432404,293.4712216,Rice,Saline,Arborio,83.5
59.69,54.26,63.46,39.86148217,53.29340283,33.96102057,Potato,Loamy,Russet,16.6
33.15,83.73,169.98,25.37959483,67.25498446,371.4936392,Maize,Sandy,Sweet,35.24
78.42,74.41,101.35,30.05890888,55.05791095,146.0967109,Sugarcane,Clay,Co 0238,73.63
74.56,76.55,112.52,37.84416832,79.20197413,184.885838,Tomato,Peaty,Roma,70.57
60.95,100.18,195.4,10.71320358,51.75678696,371.6549185,Potato,Peaty,Yukon Gold,85
59.73,65.92,121.07,42.76756464,44.66186454,215.4333341,Maize,Silt,Sweet,42.36
60.39,54.96,60.09,14.41728977,80.7584258,42.25344659,Wheat,Loamy,Hard Red,29.53
69.61,69.86,94.85,16.39600671,79.07145683,116.8832568,Potato,Clay,Russet,65.23
79.34,81.07,123.66,14.58440636,76.36162027,184.7031519,Sugarcane,Loamy,Co 99004,77.38
92.11,75.04,98.34,18.70617224,97.49662652,123.0496299,Sugarcane,Loamy,Co 86032,78.06
74.48,96.73,158.33,22.98191866,95.21452802,308.422962,Tomato,Peaty,Roma,85
74.62,89.84,129.81,32.60843539,78.67585973,241.1463102,Tomato,Peaty,Beefsteak,85
57.67,84.79,147.43,23.27065901,43.98585273,288.6547161,Tomato,Clay,Beefsteak,77.65
57.55,50.88,55.27,33.45663499,54.51482215,62.18304916,Tomato,Peaty,Roma,40.16
78.02,94.73,141.83,28.39726266,85.68118172,230.8892435,Rice,Clay,Basmati,85
70.6,59.78,93.13,33.08874951,63.26484875,107.965141,Sugarcane,Saline,Co 86032,43.54
69.74,99.02,165.83,21.40209954,65.8403234,321.0305371,Potato,Clay,Yukon Gold,85
52.64,77.37,145.29,23.628304,81.76000026,265.6080004,Rice,Sandy,Jasmine,62.12
58.57,45.98,56.01,24.2685259,65.77261898,26.75691504,Potato,Peaty,Yukon Gold,38.7
79.88,95.57,150.19,19.77742481,58.81062671,265.4518137,Rice,Loamy,Basmati,85
58.68,79.38,131.74,20.97091294,95.31743051,242.0264812,Rice,Sandy,Jasmine,68.4
68.46,101.12,173.89,11.91990182,83.85558419,343.0446141,Wheat,Loamy,Durum,62.13
28.02,75,162.67,35.4113174,33.39740081,343.2559073,Tomato,Sandy,Cherry,34.79
60.23,88.7,144.39,38.12685599,36.25279467,305.7975318,Tomato,Peaty,Beefsteak,74.1
81.75,115.76,188.84,32.05528028,94.98507558,391.5633137,Tomato,Clay,Roma,85
57.34,70.94,106.53,34.57588421,58.3555899,193.7732216,Wheat,Silt,Soft Red,44.01
60.25,57.31,65.77,41.98797969,74.3306058,73.23351345,Wheat,Silt,Durum,29.07
75.69,87.03,132.98,25.94154409,89.75160412,237.4465426,Wheat,Loamy,Durum,57.11
66.62,80.52,118.88,16.05284699,80.67074522,207.0288497,Wheat,Clay,Soft Red,65.26
39.83,84.02,147.02,10.31507241,30.68462627,317.7739121,Wheat,Clay,Soft Red,60.64
44.83,75.43,165.03,23.942773,64.28014443,324.2398081,Maize,Sandy,Sweet,41.45
30.14,56.63,115.3,11.28365704,65.14838292,197.3353063,Potato,Sandy,Yukon Gold,32.62
54.05,60.45,86.23,28.44925443,38.03377683,143.4481307,Tomato,Peaty,Beefsteak,52.8
83.39,93.4,153.59,20.56846069,98.76024783,231.4872288,Potato,Loamy,Russet,69.56
63.09,60.58,85.52,24.17694223,77.35429496,96.08732484,Maize,Clay,Sweet,40.62
73.8,98.67,166.22,41.26516676,92.81168741,294.7800807,Potato,Saline,Russet,62.58
83.16,65.29,82.34,29.87607517,69.5755572,75.02291834,Sugarcane,Loamy,Co 0238,48.56
69.53,53.11,75.19,27.00252113,57.31059882,66.31358125,Sugarcane,Peaty,Co 86032,47.66
84.83,73.42,108.3,43.26482805,96.9810926,155.3834599,Maize,Silt,Sweet,55.32
28.79,59.15,137.2,26.50102933,37.35868239,255.9643717,Maize,Sandy,Dent,26.13
55.73,98.72,196.28,19.91161568,70.42169809,394.8282189,Sugarcane,Sandy,Co 86032,71.57
69.33,56.89,79.94,19.668661,76.36709569,104.7402735,Rice,Saline,Arborio,59.78
61.48,74.06,104.26,33.01911829,66.62781603,192.2109127,Wheat,Clay,Hard Red,51.19
28.77,69.84,158.09,17.70759509,39.83912497,340.3437132,Maize,Sandy,Flint,35.18
72.26,95.09,154.01,31.60125103,94.85643513,293.9442439,Wheat,Silt,Soft Red,68.16
57.59,40.9,58.82,15.43595076,67.47928326,29.72620642,Maize,Clay,Dent,32.01
53.89,61.49,95.02,12.67445006,80.12728959,164.3392975,Tomato,Saline,Cherry,47.13
42.74,41.82,76.94,22.45348149,65.93897455,105.4761188,Rice,Sandy,Jasmine,32.23
61.52,114.12,200.41,12.88834003,88.82473984,383.8428848,Potato,Saline,Red,83.08
70.61,91.79,143.33,39.78816606,55.42194717,270.4030537,Tomato,Loamy,Beefsteak,50.56
75.29,96.27,144.99,42.85285928,73.81160626,307.1282201,Wheat,Silt,Durum,67.97
79.41,57.76,77.97,32.03062004,80.16953133,61.71472154,Sugarcane,Silt,Co 0238,54.46
56.57,88.76,154.66,32.13973741,36.40894645,296.2815319,Potato,Silt,Russet,67.52
78.1,56.43,68.33,44.64220349,50.0106207,67.64691664,Rice,Clay,Basmati,54.64
70.91,85.46,131.62,24.24887141,72.70314034,238.5812087,Rice,Saline,Basmati,85
68.81,91.81,165.02,27.44185908,55.28405121,330.4619942,Maize,Silt,Sweet,73.83
60.78,42.09,61.94,35.09432371,33.61462231,62.0170958,Sugarcane,Saline,Co 99004,21.46
62.57,92.55,161.72,30.43665367,54.86088031,332.9477436,Wheat,Silt,Soft Red,62.61
63.27,66.07,100.82,22.20989676,80.52105361,167.1572295,Wheat,Clay,Durum,56.57
61.83,60.66,93.58,27.08385467,40.79890227,101.5822814,Potato,Clay,Yukon Gold,49.73
65.92,90.75,163.7,29.82660287,50.56359898,319.6854712,Tomato,Peaty,Beefsteak,85
59.75,93.27,169.08,41.19472188,39.90741858,345.2814829,Wheat,Silt,Hard Red,62.91
45.95,36.79,50.84,34.97915803,32.59606953,23.14281448,Potato,Saline,Russet,13.64
57.77,39.64,41.61,41.42334433,31.44671053,26.07365998,Rice,Silt,Arborio,27.2
36.38,48.57,83.05,20.8449263,64.56843912,129.8488291,Tomato,Sandy,Roma,30.12
38.67,70.13,135.58,20.15508334,69.563436,214.5955757,Potato,Sandy,Yukon Gold,41.53
57.6,49.2,58.37,42.18233768,82.62183466,49.54277351,Tomato,Saline,Beefsteak,23.66
59.36,47.6,44.09,11.56015943,84.52535493,29.96981237,Maize,Peaty,Dent,45.78
66.69,51.88,47.54,41.39218661,94.50612906,22.36136426,Tomato,Saline,Cherry,26.34
46.76,39.02,45.41,44.26923547,81.51399149,41.26908408,Wheat,Sandy,Soft Red,17.27
58.7,63.01,98.4,20.95238907,54.40856851,156.041842,Maize,Peaty,Dent,50.58
88.63,61.94,75.11,16.00706,93.10368717,58.51874142,Sugarcane,Clay,Co 0238,74.21
65.53,102.69,183.16,27.61123727,39.87450946,375.1563332,Sugarcane,Silt,Co 0238,85
38.79,28.5,58.51,13.95490814,83.12335238,31.74897064,Maize,Sandy,Dent,20.72
87.98,115.25,195.93,39.79126077,95.10674689,387.4183752,Sugarcane,Saline,Co 99004,85
71.45,78.89,130.3,12.83512057,33.93969126,217.4521273,Sugarcane,Loamy,Co 0238,66.09
73.46,55.96,53.83,15.3875046,80.25798207,35.25285751,Rice,Peaty,Jasmine,73.72
79.44,83.6,121.93,29.5320337,92.09313413,162.9663505,Potato,Clay,Russet,76.3
52.99,68.8,138.96,17.94431771,61.59845875,261.2770286,Maize,Saline,Flint,45.14
61.64,63.96,104.06,23.9791573,40.68841841,179.7760119,Maize,Clay,Flint,49.04
88.18,111.95,199.17,33.54112154,66.52940458,396.2132958,Sugarcane,Peaty,Co 0238,85
46.92,50.72,72.15,16.14358248,36.80219894,115.0294572,Tomato,Peaty,Beefsteak,44.32
49.96,46.26,69.33,28.87577382,42.36152899,88.28722245,Maize,Saline,Flint,23.21
40.88,39.87,51.16,11.85216953,33.38267058,73.88553649,Tomato,Peaty,Cherry,28.94
58.84,104.65,191.64,43.39285207,30.86685406,367.6507553,Potato,Silt,Russet,75.87
26.99,24.53,49.98,17.95526234,50.77737986,43.12797851,Wheat,Sandy,Durum,15.57
62.58,98.1,164.23,18.79955345,36.47405906,340.5531696,Tomato,Loamy,Cherry,66.17
59.22,96.62,192.51,24.75821873,57.42779865,380.5805508,Sugarcane,Sandy,Co 0238,73.19
76.58,91.36,157.31,40.76345477,35.46508417,288.4848239,Rice,Loamy,Jasmine,73.94
40.77,86.61,179.79,32.76628772,63.65056145,387.3020828,Wheat,Sandy,Hard Red,39.21
