Temperature,Humidity,Rainfall,Sunlight,Crop_Type,Crop_Stage,Soil_Moisture
38.81,88.52,7.46,Moderate,Maize,Harvest,39.06
37.7,89.62,2.49,High,Wheat,Vegetative,35.41
39.14,78.56,15.03,Moderate,Cotton,Fruiting,57.48
27.36,42.89,7.71,Moderate,Wheat,Vegetative,41.58
38.43,58.07,14.13,Low,Wheat,Flowering,54.45
38.89,47.37,4.95,High,Wheat,Seedling,18.86
21.85,75.58,7.69,High,Cotton,Seedling,53.41
23.78,61.15,16.59,Moderate,Maize,Harvest,77.3
33.17,59.14,6.16,Moderate,Rice,Seedling,42.94
35.53,57.22,2.85,High,Wheat,Fruiting,23.2
20.13,48.42,9.83,Low,Rice,Fruiting,55.45
33.09,76.65,3.41,Moderate,Wheat,Vegetative,33.19
23.64,87.42,9.01,Low,Wheat,Vegetative,59.08
23.65,77.96,5.19,Moderate,Sugarcane,Harvest,43.63
32.73,43.99,1.71,Low,Maize,Seedling,29.25
31.71,63.89,13.46,Low,Rice,Seedling,60.67
39.1,73.27,15.78,Low,Rice,Vegetative,64.77
20.15,70.15,19.74,Moderate,Sugarcane,Fruiting,82.46
32.09,56.83,13.64,Moderate,Maize,Vegetative,62.44
33.3,58.92,1.14,Moderate,Maize,Seedling,21.59
37.41,60.09,16.71,Low,Rice,Harvest,57.83
30.61,87.55,15.03,Low,Maize,Fruiting,71.74
33.18,63.76,8.26,Low,Rice,Flowering,38.02
27.2,42.29,16.15,Moderate,Sugarcane,Vegetative,62.17
28.0,70.63,1.63,Moderate,Sugarcane,Seedling,42.12
25.88,49.75,2.86,High,Cotton,Harvest,22.02
29.96,44.35,16.65,High,Sugarcane,Vegetative,61.31
39.1,64.11,10.81,Low,Wheat,Vegetative,54.79
33.19,44.47,8.7,High,Rice,Vegetative,41.79
26.53,59.17,5.61,High,Maize,Fruiting,41.09
33.41,73.27,18.45,High,Sugarcane,Seedling,71.57
26.66,51.19,11.52,High,Rice,Flowering,42.41
34.35,76.8,7.63,High,Cotton,Fruiting,42.28
24.47,45.78,1.75,Low,Maize,Harvest,44.0
34.89,45.81,7.35,Moderate,Sugarcane,Harvest,39.79
26.22,69.5,3.8,Moderate,Sugarcane,Flowering,42.57
35.95,86.7,2.53,High,Cotton,Harvest,27.37
27.91,66.91,9.21,Low,Maize,Vegetative,57.0
29.12,70.07,2.92,High,Rice,Harvest,30.27
30.05,74.43,5.47,High,Cotton,Fruiting,37.42
24.31,54.57,19.33,Low,Maize,Vegetative,83.7
24.21,76.63,16.21,High,Rice,Vegetative,73.99
34.55,54.96,16.3,Low,Rice,Harvest,61.98
28.45,63.67,6.97,Moderate,Sugarcane,Seedling,48.12
25.66,74.82,3.9,High,Sugarcane,Seedling,35.59
35.05,69.02,16.1,High,Maize,Fruiting,55.56
31.54,62.09,9.65,Low,Wheat,Vegetative,58.49
23.91,72.56,7.24,High,Rice,Vegetative,45.59
39.65,73.97,3.36,Low,Rice,Flowering,40.45
23.59,42.62,19.61,High,Maize,Harvest,65.0
22.97,76.13,4.9,Low,Wheat,Fruiting,50.06
33.76,87.73,13.06,Moderate,Rice,Fruiting,63.88
33.01,53.76,13.06,Moderate,Rice,Seedling,48.32
22.44,72.07,18.17,Low,Rice,Harvest,83.81
31.45,53.69,14.91,High,Wheat,Fruiting,48.5
32.89,61.68,11.43,Low,Maize,Seedling,61.76
37.24,66.88,8.11,High,Rice,Fruiting,34.01
30.73,80.61,9.77,High,Cotton,Harvest,53.51
35.8,46.2,15.06,High,Rice,Vegetative,53.14
33.9,40.27,8.94,Moderate,Rice,Seedling,34.69
24.12,48.06,11.25,Low,Rice,Seedling,60.97
27.27,67.22,8.46,High,Rice,Vegetative,42.77
38.92,65.97,15.66,High,Cotton,Fruiting,42.34
29.81,55.65,18.22,Moderate,Cotton,Harvest,67.1
33.76,73.13,0.89,Low,Wheat,Vegetative,32.68
36.65,87.87,12.04,Low,Cotton,Flowering,54.97
34.58,61.1,11.0,Moderate,Sugarcane,Vegetative,47.27
21.67,52.71,8.51,High,Wheat,Harvest,41.46
32.59,53.47,12.66,High,Wheat,Flowering,43.84
32.96,65.57,3.28,Low,Maize,Fruiting,33.58
39.28,52.37,5.4,High,Rice,Harvest,23.68
26.59,44.45,18.18,Moderate,Wheat,Vegetative,62.44
21.96,88.97,4.44,Low,Rice,Vegetative,58.31
37.51,69.44,16.14,Low,Cotton,Flowering,64.54
37.31,67.58,12.15,Low,Wheat,Flowering,59.3
27.79,57.26,14.83,High,Cotton,Harvest,62.68
28.05,69.62,5.18,High,Cotton,Vegetative,41.36
22.85,68.38,5.35,High,Maize,Vegetative,45.86
28.36,62.89,8.78,Moderate,Sugarcane,Harvest,46.08
39.05,66.03,14.37,Low,Maize,Seedling,68.34
28.13,55.64,1.8,Low,Rice,Vegetative,44.27
23.3,42.87,14.87,High,Sugarcane,Seedling,65.33
28.48,65.43,14.62,Moderate,Sugarcane,Harvest,65.97
33.54,66.62,2.49,Low,Cotton,Vegetative,44.21
34.92,75.71,14.05,High,Maize,Vegetative,62.59
33.22,86.02,19.98,High,Cotton,Seedling,75.9
39.29,73.73,17.64,High,Wheat,Vegetative,51.7
36.79,65.68,19.05,Moderate,Sugarcane,Fruiting,56.91
39.39,56.9,13.58,High,Rice,Flowering,37.22
25.87,50.65,14.76,High,Sugarcane,Vegetative,62.74
38.58,87.96,10.31,Low,Sugarcane,Harvest,62.78
21.15,40.29,9.21,Moderate,Maize,Seedling,43.51
37.8,49.31,7.09,Low,Sugarcane,Fruiting,30.31
30.58,84.93,8.21,Moderate,Rice,Vegetative,57.39
25.0,63.53,7.49,Moderate,Sugarcane,Vegetative,50.12
25.39,89.47,13.13,Moderate,Wheat,Vegetative,67.07
28.68,57.96,17.41,Low,Rice,Vegetative,68.3
22.67,61.05,6.62,Low,Wheat,Vegetative,60.92
39.19,89.15,2.38,Moderate,Cotton,Fruiting,35.43
34.29,56.24,15.29,Moderate,Cotton,Fruiting,47.18
39.15,79.64,2.52,Moderate,Cotton,Seedling,38.39
24.73,73.92,6.84,High,Rice,Fruiting,42.12
25.64,44.13,8.58,High,Wheat,Harvest,35.59
25.62,45.75,5.27,High,Wheat,Fruiting,25.0
34.13,80.5,14.02,High,Cotton,Vegetative,51.71
37.1,71.45,2.97,Low,Wheat,Fruiting,25.9
39.81,86.45,8.53,High,Wheat,Seedling,49.68
27.61,66.25,14.0,Low,Wheat,Flowering,62.4
21.23,61.35,1.03,Low,Maize,Flowering,35.18
27.02,60.9,6.4,Low,Wheat,Seedling,43.74
33.21,56.08,5.71,Moderate,Cotton,Seedling,37.71
25.05,64.56,6.69,Low,Rice,Seedling,57.97
35.41,46.52,7.21,Moderate,Cotton,Harvest,37.17
24.77,53.8,11.69,Low,Rice,Vegetative,63.11
32.04,42.05,19.37,High,Wheat,Vegetative,61.87
38.51,43.74,10.93,Moderate,Maize,Fruiting,44.19
24.04,76.04,0.88,Low,Sugarcane,Harvest,47.9
37.83,77.97,16.92,High,Maize,Flowering,54.53
34.35,85.54,1.35,Moderate,Cotton,Harvest,39.81
23.34,53.71,19.35,Moderate,Rice,Harvest,66.98
39.45,49.51,16.29,Moderate,Cotton,Harvest,60.68
23.31,77.54,7.68,Moderate,Sugarcane,Harvest,51.85
23.68,48.0,4.36,High,Rice,Harvest,33.34
34.16,66.25,6.07,Low,Maize,Flowering,41.74
23.42,42.28,4.76,Low,Wheat,Flowering,46.26
25.41,79.53,12.85,Low,Wheat,Harvest,64.66
32.97,71.63,19.44,Moderate,Rice,Harvest,68.11
22.67,84.92,5.9,Low,Rice,Flowering,50.83
39.3,48.84,19.43,High,Cotton,Seedling,60.52
33.76,87.28,5.15,High,Cotton,Harvest,34.8
28.84,56.21,4.08,High,Sugarcane,Vegetative,30.9
34.6,61.7,2.97,Moderate,Rice,Fruiting,22.27
23.7,83.12,3.78,Moderate,Wheat,Flowering,36.63
23.26,48.89,7.88,High,Wheat,Seedling,38.69
28.53,62.75,12.9,Moderate,Rice,Harvest,52.58
35.01,40.59,1.99,Moderate,Rice,Seedling,29.77
35.27,72.22,0.87,Low,Rice,Flowering,24.65
32.55,40.67,19.33,Low,Cotton,Flowering,69.33
21.7,46.96,15.19,Moderate,Wheat,Flowering,57.45
23.09,42.79,13.84,High,Cotton,Seedling,48.15
20.89,67.23,2.05,Moderate,Wheat,Seedling,50.56
20.48,61.36,2.95,High,Maize,Vegetative,44.26
33.69,74.34,14.3,Low,Sugarcane,Vegetative,73.66
24.49,87.82,5.64,Low,Cotton,Flowering,48.06
38.47,85.99,17.91,High,Wheat,Vegetative,62.28
26.7,49.07,8.5,High,Maize,Harvest,46.14
26.97,45.2,18.32,High,Maize,Flowering,62.26
34.23,43.82,0.04,Low,Wheat,Flowering,15.21
28.93,79.84,19.53,Low,Rice,Harvest,81.61
34.53,47.23,6.46,Low,Wheat,Fruiting,33.4
29.88,64.06,19.46,High,Maize,Vegetative,71.96
33.08,52.3,8.37,Moderate,Cotton,Harvest,41.52
30.72,51.51,1.67,High,Sugarcane,Harvest,24.8
33.87,77.41,14.06,Low,Maize,Seedling,63.31
37.01,58.12,9.48,Low,Rice,Seedling,56.27
27.22,82.47,15.57,Low,Maize,Fruiting,66.53
37.07,88.59,18.26,Low,Wheat,Vegetative,68.99
22.76,88.1,14.08,Moderate,Rice,Fruiting,67.14
34.03,73.14,1.48,High,Wheat,Seedling,23.32
22.83,52.25,0.25,Moderate,Wheat,Vegetative,31.48
22.8,66.37,18.98,Moderate,Sugarcane,Flowering,72.53
32.9,40.66,2.23,Low,Rice,Harvest,33.8
30.07,40.54,16.65,High,Sugarcane,Harvest,57.12
25.16,68.6,6.12,Low,Sugarcane,Vegetative,49.27
21.84,58.88,19.02,High,Wheat,Fruiting,68.94
24.38,49.18,14.92,High,Cotton,Seedling,64.14
29.37,55.66,12.84,Moderate,Wheat,Seedling,62.3
32.93,49.74,2.17,Low,Maize,Harvest,36.81
26.71,51.98,3.26,Low,Rice,Vegetative,41.95
35.13,55.46,11.03,High,Rice,Vegetative,38.11
39.53,68.24,11.27,Moderate,Rice,Seedling,46.68
38.87,40.42,7.13,Moderate,Sugarcane,Harvest,25.83
35.04,76.28,19.48,High,Rice,Flowering,61.22
34.83,45.05,16.15,Low,Rice,Harvest,64.92
29.54,83.44,0.75,Low,Wheat,Fruiting,31.31
32.52,87.64,4.63,Low,Wheat,Vegetative,57.36
30.03,89.61,12.17,High,Maize,Fruiting,59.2
26.78,58.02,17.12,Moderate,Rice,Fruiting,59.47
39.94,70.34,19.16,High,Sugarcane,Seedling,67.18
22.85,83.52,10.94,Low,Sugarcane,Seedling,71.12
23.39,54.78,1.36,High,Maize,Flowering,19.14
23.58,78.6,5.16,Moderate,Maize,Fruiting,48.47
22.81,46.2,11.37,Low,Maize,Flowering,54.04
37.14,85.86,2.58,Moderate,Cotton,Harvest,42.95
27.47,74.11,10.12,Moderate,Rice,Harvest,64.16
21.14,79.53,13.99,High,Rice,Vegetative,72.37
25.81,47.91,7.99,Low,Wheat,Fruiting,52.29
33.38,57.45,9.37,High,Sugarcane,Seedling,35.52
34.64,85.87,18.45,Moderate,Wheat,Fruiting,65.9
26.35,89.82,9.73,High,Sugarcane,Seedling,54.73
20.77,47.79,9.4,High,Wheat,Flowering,44.49
39.76,78.71,1.25,Moderate,Sugarcane,Fruiting,19.97
24.23,41.15,15.17,Moderate,Maize,Flowering,58.51
21.67,43.46,8.1,Moderate,Sugarcane,Fruiting,43.92
33.39,52.97,16.61,Low,Sugarcane,Flowering,68.13
25.94,49.93,18.84,Moderate,Sugarcane,Harvest,72.7
23.21,74.83,7.09,High,Cotton,Fruiting,49.65
31.22,84.69,3.97,High,Cotton,Harvest,32.48
33.28,81.18,14.69,High,Maize,Seedling,55.46
29.17,47.37,17.29,Low,Sugarcane,Flowering,64.24
20.07,62.53,16.65,Low,Sugarcane,Harvest,71.89
24.37,88.95,8.4,High,Wheat,Harvest,52.71
26.96,87.62,19.43,High,Rice,Flowering,77.48
20.32,84.83,10.04,Low,Sugarcane,Fruiting,64.91
27.03,81.41,8.52,Moderate,Rice,Vegetative,54.88
27.46,67.64,3.25,Moderate,Sugarcane,Flowering,41.0
33.77,61.87,5.66,High,Rice,Seedling,39.89
22.08,72.48,12.33,Moderate,Rice,Fruiting,65.21
32.48,67.24,12.67,High,Cotton,Seedling,55.75
37.03,50.59,15.54,High,Sugarcane,Seedling,45.87
29.39,46.22,19.35,Moderate,Sugarcane,Fruiting,55.05
27.49,51.2,5.67,High,Maize,Flowering,36.26
35.9,60.74,4.83,Moderate,Rice,Seedling,28.55
35.81,82.04,10.38,High,Cotton,Flowering,41.16
39.18,89.64,4.84,Moderate,Wheat,Harvest,42.51
36.57,80.07,11.56,Low,Sugarcane,Vegetative,57.65
26.36,47.92,4.62,High,Wheat,Harvest,26.35
31.54,59.6,15.24,Moderate,Cotton,Vegetative,67.36
24.08,44.66,8.75,High,Cotton,Vegetative,34.83
34.15,86.03,1.58,Moderate,Rice,Vegetative,43.7
32.69,78.88,3.73,High,Wheat,Flowering,25.82
36.81,76.32,16.14,Moderate,Maize,Seedling,61.36
38.7,71.37,12.77,High,Rice,Seedling,48.89
31.92,45.35,5.65,Low,Rice,Seedling,41.41
27.23,81.92,7.82,Moderate,Rice,Fruiting,43.17
39.18,43.82,13.75,Moderate,Maize,Fruiting,46.99
23.6,40.51,3.57,High,Cotton,Seedling,26.0
26.86,57.34,19.9,High,Cotton,Seedling,65.03
34.83,86.33,3.86,Low,Cotton,Seedling,47.81
35.22,50.82,7.3,Low,Rice,Flowering,32.35
21.67,74.58,2.53,Moderate,Sugarcane,Vegetative,51.86
26.97,67.57,5.89,High,Sugarcane,Fruiting,36.86
28.0,49.65,3.46,High,Maize,Fruiting,18.75
35.86,69.38,3.31,Low,Sugarcane,Fruiting,40.53
28.47,77.35,16.32,High,Rice,Harvest,63.46
23.99,57.65,17.96,Low,Sugarcane,Vegetative,82.85
39.16,52.65,8.2,High,Cotton,Flowering,25.88
22.29,80.45,8.59,Low,Maize,Vegetative,57.36
33.14,58.6,15.59,Low,Rice,Flowering,63.38
34.34,50.69,11.35,Moderate,Wheat,Harvest,39.76
25.67,50.61,4.35,High,Maize,Harvest,40.36
36.15,73.57,11.48,High,Sugarcane,Fruiting,40.49
26.4,49.86,16.05,Moderate,Rice,Flowering,57.89
22.48,48.56,6.54,Moderate,Wheat,Harvest,37.31
20.36,79.17,11.52,Low,Sugarcane,Flowering,61.9
39.34,41.85,10.67,High,Rice,Flowering,31.87
21.39,44.76,16.05,High,Maize,Flowering,53.7
26.92,43.99,15.49,Moderate,Cotton,Seedling,60.03
33.93,62.73,16.97,Low,Maize,Harvest,61.65
24.48,81.27,2.77,Moderate,Sugarcane,Vegetative,39.61
23.82,85.11,7.38,High,Rice,Seedling,49.87
35.7,45.54,18.94,Low,Maize,Flowering,64.78
35.83,58.98,13.97,Low,Cotton,Fruiting,48.68
26.39,47.4,11.68,Moderate,Sugarcane,Seedling,55.15
24.81,63.9,9.8,Moderate,Maize,Fruiting,46.5
25.28,54.81,1.66,High,Wheat,Vegetative,31.99
21.5,64.73,4.25,High,Wheat,Fruiting,41.67
23.76,45.23,4.17,High,Cotton,Harvest,38.47
35.21,55.59,9.08,Low,Cotton,Seedling,56.11
24.38,58.18,19.5,High,Cotton,Vegetative,74.33
23.76,53.89,3.28,Moderate,Cotton,Seedling,34.73
37.52,77.25,4.81,Moderate,Wheat,Flowering,26.2
33.24,62.63,5.31,High,Rice,Flowering,27.78
23.01,65.11,10.16,Low,Sugarcane,Flowering,56.39
20.98,59.13,18.56,Low,Maize,Vegetative,79.23
31.88,66.48,9.87,Moderate,Rice,Seedling,54.5
39.18,50.98,1.06,Low,Cotton,Flowering,17.1
30.64,53.77,17.65,High,Sugarcane,Fruiting,53.74
24.4,81.2,13.83,Moderate,Wheat,Vegetative,73.84
26.95,54.4,11.93,High,Rice,Seedling,46.97
38.16,71.11,14.78,High,Wheat,Vegetative,49.36
21.39,49.37,18.0,Low,Rice,Fruiting,71.15
20.42,88.72,17.63,Low,Rice,Harvest,85.7
29.48,40.05,17.46,Moderate,Rice,Seedling,67.95
31.35,89.52,16.71,High,Cotton,Vegetative,71.62
35.51,45.0,16.08,Moderate,Sugarcane,Fruiting,54.23
39.8,52.87,9.73,Moderate,Sugarcane,Seedling,46.67
26.02,56.69,10.36,High,Cotton,Fruiting,37.79
33.72,76.41,0.41,Moderate,Wheat,Vegetative,28.56
20.62,68.88,13.92,Moderate,Maize,Vegetative,72.7
23.88,87.74,12.77,Moderate,Cotton,Fruiting,73.11
37.52,48.75,18.21,Moderate,Maize,Fruiting,56.1
38.91,53.81,3.81,High,Cotton,Flowering,23.74
22.46,79.77,11.33,Moderate,Maize,Seedling,74.4
29.98,74.28,9.33,Low,Cotton,Flowering,55.81
33.29,55.18,5.77,Moderate,Rice,Fruiting,25.27
25.66,69.65,1.06,Moderate,Rice,Fruiting,30.34
36.68,42.5,2.75,Moderate,Cotton,Harvest,17.94
21.72,53.53,19.92,Low,Sugarcane,Harvest,88.2
25.82,41.61,18.66,Low,Sugarcane,Fruiting,66.26
38.08,84.65,18.4,High,Maize,Vegetative,65.43
33.58,56.12,11.56,High,Wheat,Flowering,34.58
31.09,55.05,1.71,High,Sugarcane,Harvest,19.34
35.65,81.69,1.92,High,Sugarcane,Flowering,25.27
33.7,57.88,7.08,Moderate,Sugarcane,Fruiting,35.36
38.25,41.32,15.34,Low,Wheat,Harvest,61.05
35.73,69.02,7.46,High,Cotton,Harvest,43.58
21.07,82.26,2.52,High,Rice,Fruiting,43.29
37.5,63.01,1.09,Low,Maize,Seedling,29.64
21.95,54.53,9.63,Moderate,Rice,Seedling,59.83
33.49,76.97,1.06,Low,Cotton,Vegetative,38.62
39.35,46.82,17.9,High,Wheat,Flowering,49.0
34.38,86.83,16.11,High,Wheat,Seedling,58.06
23.06,83.99,10.4,Low,Wheat,Seedling,70.21
36.65,62.19,1.11,Low,Maize,Fruiting,26.52
23.68,51.75,16.95,Moderate,Cotton,Fruiting,69.62
32.34,61.62,12.72,Low,Wheat,Vegetative,54.33
34.83,67.33,9.52,Moderate,Maize,Seedling,56.62
29.86,73.38,7.82,High,Rice,Fruiting,39.0
28.5,41.4,9.14,High,Sugarcane,Seedling,42.02
20.68,72.52,13.14,Moderate,Rice,Flowering,71.52
29.36,76.15,5.54,Low,Maize,Harvest,56.24
30.06,57.44,14.12,Moderate,Cotton,Seedling,55.04
23.03,72.8,11.26,Moderate,Wheat,Flowering,62.75
33.17,86.17,1.36,High,Sugarcane,Fruiting,34.71
32.12,49.02,14.17,High,Cotton,Flowering,39.25
26.48,87.76,6.96,High,Sugarcane,Seedling,44.17
37.04,47.96,1.93,Low,Sugarcane,Fruiting,21.18
24.63,78.59,18.35,Low,Rice,Vegetative,86.89
27.68,88.67,18.45,Low,Cotton,Flowering,73.88
36.94,43.64,15.27,High,Rice,Vegetative,43.27
33.97,58.88,19.78,High,Cotton,Vegetative,58.14
29.82,73.94,4.51,High,Wheat,Fruiting,38.27
36.17,49.61,11.64,High,Rice,Vegetative,33.09
22.81,40.26,15.49,High,Cotton,Seedling,56.36
33.65,87.89,14.57,High,Sugarcane,Vegetative,65.82
31.41,63.69,7.04,High,Cotton,Vegetative,43.29
28.78,71.27,17.48,High,Rice,Vegetative,70.33
25.96,45.9,4.61,High,Cotton,Flowering,20.5
36.43,54.49,16.56,Moderate,Maize,Seedling,65.59
23.16,54.4,10.69,Low,Cotton,Harvest,60.31
27.98,42.83,13.95,Low,Cotton,Fruiting,63.15
39.7,72.66,0.65,Moderate,Maize,Vegetative,22.82
35.29,46.96,10.94,High,Maize,Seedling,36.69
21.46,87.4,18.09,High,Rice,Flowering,81.55
39.0,69.91,12.25,Low,Cotton,Fruiting,58.87
25.41,42.09,0.71,High,Wheat,Flowering,17.77
26.07,82.49,19.43,Low,Rice,Seedling,90.0
36.23,66.71,17.21,High,Rice,Harvest,57.61
27.74,58.86,2.5,High,Sugarcane,Harvest,24.17
28.76,84.86,19.65,Moderate,Maize,Vegetative,77.17
38.36,51.91,1.84,Low,Wheat,Fruiting,27.89
37.77,79.66,11.36,Low,Wheat,Seedling,52.9
22.53,49.03,0.87,Moderate,Cotton,Vegetative,40.57
22.59,59.89,13.15,High,Rice,Seedling,55.83
30.87,64.75,14.7,Moderate,Wheat,Fruiting,60.48
38.83,79.01,5.85,High,Wheat,Harvest,40.8
26.38,67.07,2.09,Moderate,Sugarcane,Harvest,37.39
21.57,85.6,16.83,High,Wheat,Flowering,74.32
24.22,58.62,16.33,Low,Rice,Vegetative,76.31
33.0,62.69,2.28,Moderate,Rice,Flowering,23.87
27.68,81.36,1.69,Moderate,Cotton,Fruiting,35.91
37.26,59.23,0.89,Low,Sugarcane,Vegetative,31.48
30.65,73.02,0.63,Moderate,Rice,Harvest,36.84
26.72,81.41,5.25,High,Wheat,Seedling,43.05
36.58,61.7,8.55,High,Rice,Seedling,39.91
39.05,86.62,5.75,High,Sugarcane,Fruiting,33.56
31.37,65.95,3.25,Moderate,Sugarcane,Vegetative,29.95
20.3,79.98,19.02,Low,Wheat,Harvest,85.33
31.42,41.93,5.49,Moderate,Maize,Harvest,25.72
26.14,73.04,16.72,Low,Sugarcane,Fruiting,65.06
20.18,41.85,7.17,High,Cotton,Vegetative,39.72
31.59,43.98,17.94,High,Maize,Seedling,57.44
25.16,79.34,5.19,Moderate,Wheat,Vegetative,51.18
22.94,70.9,0.99,Low,Rice,Vegetative,47.05
37.21,68.99,0.84,High,Wheat,Seedling,31.0
39.84,88.76,0.32,Moderate,Cotton,Seedling,33.07
26.99,43.87,8.88,High,Rice,Vegetative,35.37
31.41,81.46,13.62,Low,Sugarcane,Flowering,58.56
26.53,79.41,6.7,Moderate,Maize,Fruiting,54.42
25.88,41.56,7.37,Moderate,Wheat,Harvest,34.39
32.18,80.4,10.22,High,Cotton,Harvest,53.27
38.8,58.94,11.65,High,Wheat,Fruiting,41.47
32.98,87.76,19.17,Low,Cotton,Harvest,89.08
32.61,76.7,10.78,Low,Cotton,Seedling,63.35
33.18,66.02,6.34,Low,Cotton,Flowering,48.79
26.57,79.95,19.55,Low,Sugarcane,Flowering,84.71
22.31,52.05,14.66,Moderate,Maize,Seedling,63.65
30.11,85.73,13.07,High,Wheat,Fruiting,59.97
24.6,81.39,19.73,High,Wheat,Fruiting,75.93
33.32,70.28,15.92,Moderate,Maize,Seedling,58.76
28.42,89.16,11.52,High,Wheat,Vegetative,64.38
20.31,46.04,5.27,High,Sugarcane,Seedling,34.18
20.68,61.57,13.8,Low,Wheat,Harvest,77.16
38.37,85.21,7.09,Moderate,Cotton,Vegetative,47.86
22.38,84.87,17.97,High,Cotton,Harvest,69.82
34.44,43.69,18.41,Moderate,Sugarcane,Fruiting,59.91
28.71,77.88,14.0,High,Wheat,Harvest,66.86
38.73,44.19,17.91,High,Cotton,Flowering,49.46
29.07,56.02,3.53,High,Cotton,Flowering,33.43
21.94,54.87,6.82,High,Cotton,Harvest,44.19
36.88,61.33,6.46,Moderate,Wheat,Vegetative,29.78
38.9,84.12,14.62,Moderate,Cotton,Flowering,57.48
32.31,44.97,5.7,Low,Maize,Flowering,34.97
24.47,48.47,18.78,Moderate,Cotton,Seedling,79.07
33.33,47.05,4.14,High,Wheat,Seedling,29.13
20.79,84.53,10.76,Low,Rice,Fruiting,72.72
20.52,50.16,18.84,High,Sugarcane,Fruiting,65.41
36.62,54.75,2.19,High,Rice,Fruiting,23.17
29.87,44.34,2.74,Moderate,Rice,Flowering,30.29
34.89,51.12,1.49,Low,Cotton,Flowering,22.12
32.61,65.64,15.54,High,Maize,Seedling,57.73
38.65,79.71,6.35,High,Rice,Seedling,33.9
31.73,83.61,4.4,Low,Maize,Fruiting,38.8
36.28,76.68,5.65,Low,Rice,Harvest,51.12
34.99,40.16,1.35,High,Cotton,Vegetative,19.39
20.78,74.4,12.27,High,Cotton,Vegetative,63.89
29.68,72.85,3.6,Moderate,Wheat,Flowering,38.72
29.8,71.5,11.96,High,Sugarcane,Flowering,42.47
22.25,84.04,15.1,Moderate,Sugarcane,Fruiting,67.84
33.25,45.79,9.29,Moderate,Rice,Flowering,40.73
34.1,78.68,9.67,Moderate,Cotton,Fruiting,50.59
20.58,53.4,4.3,Moderate,Rice,Harvest,47.36
25.23,55.88,7.83,Moderate,Sugarcane,Fruiting,39.98
21.09,64.28,4.38,High,Rice,Flowering,36.21
24.43,83.78,10.72,High,Rice,Harvest,59.95
22.58,66.99,19.01,Low,Sugarcane,Seedling,89.34
26.67,57.64,15.32,Low,Rice,Harvest,64.03
30.71,89.26,16.76,Moderate,Wheat,Flowering,73.9
38.21,56.58,4.31,High,Wheat,Seedling,19.47
20.4,87.02,2.05,Moderate,Sugarcane,Seedling,44.81
26.03,51.5,15.45,Low,Rice,Flowering,67.61
36.26,58.89,8.02,High,Maize,Seedling,30.53
30.09,75.17,14.65,Low,Rice,Harvest,71.39
23.04,76.79,15.85,Low,Cotton,Flowering,79.03
28.5,77.17,6.04,Moderate,Wheat,Seedling,45.87
33.12,63.57,5.82,Low,Wheat,Fruiting,41.35
29.67,85.38,10.66,Low,Sugarcane,Seedling,74.22
34.55,87.57,15.25,High,Rice,Fruiting,52.77
39.5,59.87,4.64,Moderate,Sugarcane,Harvest,24.31
26.21,47.19,12.6,Low,Rice,Harvest,54.62
37.3,64.49,5.0,Low,Sugarcane,Harvest,44.92
30.47,81.98,15.21,Low,Sugarcane,Flowering,67.27
34.81,81.72,0.73,High,Cotton,Harvest,25.78
20.11,74.52,15.1,Moderate,Cotton,Fruiting,66.5
33.04,56.09,14.18,High,Cotton,Seedling,59.33
28.51,43.88,2.55,Low,Wheat,Harvest,38.94
23.32,61.88,19.44,Low,Sugarcane,Fruiting,72.41
36.06,64.36,14.98,High,Sugarcane,Fruiting,40.56
22.35,89.79,14.4,High,Maize,Harvest,66.9
37.79,68.19,3.32,Moderate,Cotton,Vegetative,36.37
39.04,58.56,12.09,Moderate,Sugarcane,Vegetative,53.91
38.54,76.01,17.05,Low,Wheat,Harvest,71.92
29.48,55.88,3.58,Moderate,Rice,Seedling,34.05
23.75,74.7,10.75,Moderate,Rice,Seedling,65.06
31.89,43.34,12.73,Low,Maize,Seedling,63.34
25.49,81.04,17.36,High,Maize,Flowering,69.1
28.07,52.74,10.82,High,Wheat,Seedling,49.65
22.06,50.82,3.57,High,Rice,Vegetative,39.2
31.75,78.3,6.6,High,Cotton,Flowering,45.08
34.75,70.79,18.18,Low,Wheat,Seedling,78.97
39.78,44.57,16.07,Low,Wheat,Vegetative,55.51
20.0,43.89,19.4,Low,Cotton,Fruiting,73.65
29.43,55.13,15.2,Low,Cotton,Fruiting,59.47
27.71,63.72,6.24,High,Maize,Harvest,32.93
32.11,50.69,3.32,High,Maize,Vegetative,31.26
31.21,64.5,15.78,High,Rice,Harvest,64.49
33.04,48.9,17.32,Moderate,Maize,Fruiting,51.76
31.2,89.9,18.79,Moderate,Maize,Vegetative,84.28
39.91,49.79,7.22,Low,Rice,Harvest,34.86
21.88,58.44,5.08,Low,Cotton,Flowering,38.74
25.5,63.94,0.88,High,Maize,Flowering,27.72
39.42,81.17,17.26,Moderate,Cotton,Fruiting,60.63
29.47,83.75,15.01,Low,Rice,Flowering,62.03
37.89,47.66,14.72,Low,Rice,Fruiting,56.72
22.39,62.17,14.21,Moderate,Rice,Harvest,62.44
37.05,72.76,14.75,Moderate,Maize,Vegetative,65.13
31.74,87.22,10.33,High,Sugarcane,Fruiting,53.9
33.39,43.25,16.5,High,Wheat,Flowering,40.91
28.87,53.78,3.97,High,Sugarcane,Vegetative,32.94
36.84,87.05,6.22,High,Maize,Seedling,38.79
